date,product,main_contract,main_contract_volume,main_contract_open_interest,close,settle,pre_settle
2025-08-27,IH,IH2509,51558,69611,2920.2,2937.2,2975.0
2025-08-27,IM,IM2509,213890,202540,7287.2,7356.2,7442.0
2025-08-28,IC,IC2509,114593,126262,6967.0,6920.4,6897.6
2025-08-28,IF,IF2509,126057,154101,4460.4,4436.6,4416.0
2025-08-28,IH,IH2509,54033,67920,2959.8,2945.0,2937.2
2025-08-28,IM,IM2509,244649,206940,7363.2,7322.4,7356.2
2025-08-29,IC,IC2509,102806,123989,6996.8,6983.4,6920.4
2025-08-29,IF,IF2509,126040,151201,4506.2,4502.6,4436.6
2025-08-29,IH,IH2509,54556,64926,2980.0,2978.6,2945.0
2025-08-29,IM,IM2509,214055,189297,7366.6,7353.8,7322.4
2025-09-01,IC,IC2509,76930,112621,7014.8,7022.8,6983.4
2025-09-01,IF,IF2509,94140,137802,4510.6,4513.8,4502.6
2025-09-01,IH,IH2509,36560,56803,2979.6,2982.4,2978.6
2025-09-01,IM,IM2509,163079,180779,7380.6,7387.8,7353.8
2025-09-02,IC,IC2509,105870,124446,6896.2,6878.0,7022.8
2025-09-02,IF,IF2509,122523,146527,4481.2,4472.8,4513.8
2025-09-02,IH,IH2509,53059,66245,2992.8,2987.6,2982.4
2025-09-02,IM,IM2509,218061,193312,7251.4,7230.8,7387.8
2025-09-03,IC,IC2509,100697,116185,6788.8,6812.0,6878.0
2025-09-03,IF,IF2509,120700,137484,4430.0,4432.8,4472.8
2025-09-03,IH,IH2509,55677,59664,2949.0,2944.2,2987.6
2025-09-03,IM,IM2509,213250,190793,7142.6,7161.4,7230.8
2025-09-04,IC,IC2509,113276,125882,6647.0,6607.2,6812.0
2025-09-04,IF,IF2509,133914,144443,4349.4,4334.2,4432.8
2025-09-04,IH,IH2509,65727,63707,2899.8,2893.4,2944.2
2025-09-04,IM,IM2509,239398,189144,7003.0,6974.2,7161.4
2025-09-05,IC,IC2509,97724,113160,6898.6,6876.8,6607.2
2025-09-05,IF,IF2509,98192,126309,4456.6,4450.6,4334.2
2025-09-05,IH,IH2509,41445,53570,2940.8,2939.2,2893.4
2025-09-05,IM,IM2509,183966,171258,7226.0,7206.2,6974.2
2025-09-08,IC,IC2509,80662,111009,6920.8,6925.6,6876.8
2025-09-08,IF,IF2509,83936,122548,4453.0,4457.0,4450.6
2025-09-08,IH,IH2509,32137,50426,2936.6,2938.6,2939.2
2025-09-08,IM,IM2509,153548,159428,7236.0,7248.0,7206.2
2025-09-09,IC,IC2509,75927,104281,6872.8,6866.8,6925.6
2025-09-09,IF,IF2509,73565,112541,4426.2,4420.8,4457.0
2025-09-09,IH,IH2509,32243,48414,2925.4,2922.0,2938.6
2025-09-09,IM,IM2509,150382,155328,7165.8,7153.4,7248.0
2025-09-10,IC,IC2509,75803,105294,6863.4,6887.8,6866.8
2025-09-10,IF,IF2509,76988,113485,4432.4,4444.6,4420.8
2025-09-10,IH,IH2509,33015,48255,2937.8,2944.2,2922.0
2025-09-10,IM,IM2509,161976,154502,7151.0,7176.6,7153.4
2025-09-11,IC,IC2509,103556,105917,7124.6,7097.8,6887.8
2025-09-11,IF,IF2509,96412,115085,4562.0,4542.8,4444.6
2025-09-11,IH,IH2509,42028,50570,2990.2,2981.4,2944.2
2025-09-11,IM,IM2509,181199,147845,7387.8,7365.6,7176.6
2025-09-12,IC,IC2509,86462,98187,7140.0,7152.4,7097.8
2025-09-12,IF,IF2509,83488,103677,4523.2,4525.8,4542.8
2025-09-12,IH,IH2509,36849,44308,2968.6,2969.8,2981.4
2025-09-12,IM,IM2509,134399,135337,7392.8,7400.8,7365.6
2025-09-15,IC,IC2509,67687,78004,7114.2,7125.8,7152.4
2025-09-15,IF,IF2509,73627,86544,4527.8,4528.0,4525.8
2025-09-15,IH,IH2509,31164,38868,2962.4,2961.2,2969.8
2025-09-15,IM,IM2509,107983,116294,7368.6,7386.4,7400.8
2025-09-16,IC,IC2509,72243,76600,7165.2,7162.0,7125.8
2025-09-16,IF,IF2509,76486,79227,4516.8,4517.0,4528.0
2025-09-16,IH,IH2509,31154,33235,2950.6,2950.4,2961.2
2025-09-16,IM,IM2509,130773,112626,7462.0,7454.0,7386.4
2025-09-17,IC,IC2509,67086,56442,7252.4,7244.2,7162.0
2025-09-17,IF,IF2509,72782,61553,4553.2,4548.4,4517.0
2025-09-17,IH,IH2509,29648,28332,2956.2,2953.6,2950.4
2025-09-17,IM,IM2509,122397,89169,7547.0,7544.2,7454.0
2025-09-18,IC,IC2512,101129,130507,6985.4,6960.2,7068.6
2025-09-18,IF,IF2512,95637,152375,4448.2,4440.0,4514.6
2025-09-18,IH,IH2512,43865,63340,2912.4,2903.4,2952.8
2025-09-18,IM,IM2512,197746,190972,7213.4,7206.2,7324.0
2025-09-19,IC,IC2512,90167,131765,6984.0,6999.0,6960.2
2025-09-19,IF,IF2512,80743,151383,4464.4,4470.4,4440.0
2025-09-19,IH,IH2512,29901,60756,2913.4,2917.4,2903.4
2025-09-19,IM,IM2512,172454,193659,7190.8,7202.2,7206.2
2025-09-22,IC,IC2512,67975,128272,7013.2,6995.0,6999.0
2025-09-22,IF,IF2512,65934,149528,4484.0,4472.4,4470.4
2025-09-22,IH,IH2512,30635,63298,2923.0,2917.4,2917.4
2025-09-22,IM,IM2512,134489,186980,7230.2,7211.0,7202.2
2025-09-23,IC,IC2512,107027,138800,6940.6,6888.2,6995.0
2025-09-23,IF,IF2512,101402,159890,4483.8,4454.6,4472.4
2025-09-23,IH,IH2512,42588,63912,2925.0,2912.4,2917.4
2025-09-23,IM,IM2512,203839,206634,7127.0,7075.8,7211.0
2025-09-24,IC,IC2512,103608,136396,7157.0,7135.8,6888.2
2025-09-24,IF,IF2512,86527,151864,4530.0,4522.6,4454.6
2025-09-24,IH,IH2512,37457,63540,2939.8,2938.2,2912.4
2025-09-24,IM,IM2512,185454,192420,7303.2,7288.4,7075.8
2025-09-25,IC,IC2512,76629,132726,7166.6,7185.4,7135.8
2025-09-25,IF,IF2512,80775,154619,4562.2,4572.4,4522.6
2025-09-25,IH,IH2512,31803,61185,2953.6,2958.4,2938.2
2025-09-25,IM,IM2512,135475,183767,7281.8,7290.8,7288.4
2025-09-26,IC,IC2512,82089,135754,7080.0,7097.6,7185.4
2025-09-26,IF,IF2512,71448,150988,4525.0,4535.2,4572.4
2025-09-26,IH,IH2512,29241,61526,2944.4,2949.8,2958.4
2025-09-26,IM,IM2512,155277,192544,7189.2,7193.4,7290.8
2025-09-29,IC,IC2512,91906,135897,7232.2,7210.6,7097.6
2025-09-29,IF,IF2512,97301,165254,4604.6,4608.8,4535.2
2025-09-29,IH,IH2512,51950,71918,2976.0,2985.4,2949.8
2025-09-29,IM,IM2512,178532,191754,7337.4,7316.8,7193.4
2025-09-30,IC,IC2512,71590,131766,7290.4,7288.8,7210.6
2025-09-30,IF,IF2512,63292,153795,4618.0,4621.2,4608.8
2025-09-30,IH,IH2512,29276,63473,2989.0,2988.6,2985.4
2025-09-30,IM,IM2512,135231,183522,7406.2,7408.4,7316.8
2025-10-09,IC,IC2512,88806,143814,7415.8,7432.8,7288.8
2025-10-09,IF,IF2512,78704,163300,4689.2,4694.4,4621.2
2025-10-09,IH,IH2512,36012,66848,3026.0,3024.2,2988.6
2025-10-09,IM,IM2512,131436,182161,7449.6,7467.8,7408.4
2025-10-10,IC,IC2512,99771,140200,7266.0,7272.6,7432.8
2025-10-10,IF,IF2512,96227,162971,4592.2,4593.2,4694.4
2025-10-10,IH,IH2512,43708,67688,2975.8,2973.2,3024.2
2025-10-10,IM,IM2512,140881,183267,7340.4,7346.4,7467.8
2025-10-13,IC,IC2512,101843,143038,7231.0,7221.4,7272.6
2025-10-13,IF,IF2512,97200,163856,4562.6,4559.4,4593.2
2025-10-13,IH,IH2512,44552,65965,2961.6,2961.2,2973.2
2025-10-13,IM,IM2512,169889,190790,7305.8,7303.8,7346.4
2025-10-14,IC,IC2512,131717,151940,7010.0,7018.6,7221.4
2025-10-14,IF,IF2512,107698,162441,4507.2,4499.2,4559.4
2025-10-14,IH,IH2512,48584,65281,2958.4,2953.0,2961.2
2025-10-14,IM,IM2512,200096,194043,7145.8,7148.6,7303.8
2025-10-15,IC,IC2512,105607,141518,7140.2,7134.4,7018.6
2025-10-15,IF,IF2512,86223,160428,4576.4,4572.6,4499.2
2025-10-15,IH,IH2512,41717,63594,2997.4,2995.0,2953.0
2025-10-15,IM,IM2512,178569,191595,7275.2,7273.8,7148.6
2025-10-16,IC,IC2512,88010,138071,7062.0,7046.6,7134.4
2025-10-16,IF,IF2512,87781,161774,4590.0,4585.8,4572.6
2025-10-16,IH,IH2512,47257,69593,3019.0,3017.4,2995.0
2025-10-16,IM,IM2512,153865,185185,7205.0,7190.6,7273.8
2025-10-17,IC,IC2512,97770,140473,6863.2,6865.0,7046.6
2025-10-17,IF,IF2512,99982,163234,4485.2,4484.6,4585.8
2025-10-17,IH,IH2512,56818,67502,2963.0,2961.6,3017.4
2025-10-17,IM,IM2512,173725,199348,7020.8,7024.2,7190.6
2025-10-20,IC,IC2512,81712,135493,6909.2,6908.8,6865.0
2025-10-20,IF,IF2512,71457,156399,4506.8,4504.2,4484.6
2025-10-20,IH,IH2512,34271,60464,2970.4,2969.6,2961.6
2025-10-20,IM,IM2512,143577,189654,7059.2,7053.4,7024.2
2025-10-21,IC,IC2512,89215,139981,7052.8,7067.8,6908.8
2025-10-21,IF,IF2512,77133,157558,4577.6,4584.6,4504.2
2025-10-21,IH,IH2512,35150,62330,3004.8,3007.4,2969.6
2025-10-21,IM,IM2512,151318,190486,7182.8,7199.4,7053.4
2025-10-22,IC,IC2512,68879,131680,7011.6,7016.4,7067.8
2025-10-22,IF,IF2512,65140,151558,4563.4,4566.2,4584.6
2025-10-22,IH,IH2512,31434,59769,3005.6,3006.4,3007.4
2025-10-22,IM,IM2512,120919,180451,7163.2,7165.2,7199.4
2025-10-23,IC,IC2512,92122,140501,7040.0,6993.8,7016.4
2025-10-23,IF,IF2512,84087,160208,4580.8,4566.8,4566.2
2025-10-23,IH,IH2512,40773,63397,3023.8,3017.2,3006.4
2025-10-23,IM,IM2512,172781,201566,7179.0,7125.6,7165.2
2025-10-24,IC,IC2512,84722,134444,7159.8,7129.2,6993.8
2025-10-24,IF,IF2512,74172,153415,4634.8,4627.0,4566.8
2025-10-24,IH,IH2512,39423,64619,3048.6,3044.4,3017.2
2025-10-24,IM,IM2512,147894,183485,7298.0,7267.8,7125.6
2025-10-27,IC,IC2512,87202,140233,7254.4,7259.4,7129.2
2025-10-27,IF,IF2512,71074,157785,4684.4,4685.0,4627.0
2025-10-27,IH,IH2512,37476,65887,3066.8,3067.8,3044.4
2025-10-27,IM,IM2512,137585,187588,7322.6,7332.6,7267.8
2025-10-28,IC,IC2512,82049,133968,7231.0,7236.8,7259.4
2025-10-28,IF,IF2512,72481,155110,4669.6,4675.0,4685.0
2025-10-28,IH,IH2512,34831,64286,3051.6,3053.0,3067.8
2025-10-28,IM,IM2512,141946,186154,7335.6,7342.2,7332.6
2025-10-29,IC,IC2512,88124,140222,7390.0,7377.2,7236.8
2025-10-29,IF,IF2512,65655,156239,4732.6,4722.4,4675.0
2025-10-29,IH,IH2512,30153,62594,3064.8,3061.8,3053.0
2025-10-29,IM,IM2512,124145,180653,7446.4,7432.2,7342.2
2025-10-30,IC,IC2512,106213,141423,7299.0,7307.2,7377.2
2025-10-30,IF,IF2512,87251,160853,4690.0,4698.4,4722.4
2025-10-30,IH,IH2512,41888,66853,3045.0,3049.8,3061.8
2025-10-30,IM,IM2512,162104,190757,7364.4,7366.6,7432.2
2025-10-31,IC,IC2512,92416,138903,7242.4,7264.4,7307.2
2025-10-31,IF,IF2512,85956,160463,4631.4,4636.6,4698.4
2025-10-31,IH,IH2512,40576,63955,3015.2,3016.6,3049.8
2025-10-31,IM,IM2512,164443,186908,7368.2,7397.2,7366.6
2025-11-03,IC,IC2512,90896,137332,7239.6,7233.4,7264.4
2025-11-03,IF,IF2512,72223,157779,4634.8,4630.2,4636.6
2025-11-03,IH,IH2512,32564,61533,3016.6,3013.6,3016.6
2025-11-03,IM,IM2512,149911,185243,7398.0,7399.4,7397.2
2025-11-04,IC,IC2512,90041,135390,7094.6,7069.2,7233.4
2025-11-04,IF,IF2512,74377,155987,4589.0,4577.8,4630.2
2025-11-04,IH,IH2512,32632,59901,3008.2,3003.0,3013.6
2025-11-04,IM,IM2512,150525,184001,7284.4,7254.8,7399.4
2025-11-05,IC,IC2512,93164,136756,7108.0,7126.0,7069.2
2025-11-05,IF,IF2512,73216,156249,4596.6,4606.6,4577.8
2025-11-05,IH,IH2512,34881,61875,3002.6,3010.0,3003.0
2025-11-05,IM,IM2512,159917,189571,7310.8,7329.8,7254.8
2025-11-06,IC,IC2512,85816,134122,7246.4,7239.6,7126.0
2025-11-06,IF,IF2512,71116,154733,4670.8,4671.2,4606.6
2025-11-06,IH,IH2512,34423,61694,3041.4,3042.2,3010.0
2025-11-06,IM,IM2512,138409,176903,7405.0,7401.8,7329.8
2025-11-07,IC,IC2512,68877,127129,7230.2,7230.8,7239.6
2025-11-07,IF,IF2512,56412,149916,4659.4,4659.0,4671.2
2025-11-07,IH,IH2512,25302,57801,3038.2,3040.2,3042.2
2025-11-07,IM,IM2512,127587,180439,7412.0,7411.6,7401.8
2025-11-10,IC,IC2512,76452,132910,7235.8,7230.2,7230.8
2025-11-10,IF,IF2512,69883,156162,4672.0,4666.2,4659.0
2025-11-10,IH,IH2512,30249,61599,3054.0,3050.8,3040.2
2025-11-10,IM,IM2512,128195,179090,7421.0,7412.4,7411.6
2025-11-11,IC,IC2512,69626,127025,7173.0,7185.0,7230.2
2025-11-11,IF,IF2512,70771,151427,4626.8,4632.0,4666.2
2025-11-11,IH,IH2512,34254,60887,3033.0,3032.6,3050.8
2025-11-11,IM,IM2512,122556,179084,7390.4,7401.6,7412.4
2025-11-12,IC,IC2512,90041,141389,7155.2,7146.8,7185.0
2025-11-12,IF,IF2512,79009,157009,4628.0,4628.0,4632.0
2025-11-12,IH,IH2512,36751,62367,3042.8,3044.2,3032.6
2025-11-12,IM,IM2512,159312,193160,7369.8,7355.6,7401.6
2025-11-13,IC,IC2512,80371,129916,7269.0,7250.8,7146.8
2025-11-13,IF,IF2512,70414,149415,4677.0,4673.2,4628.0
2025-11-13,IH,IH2512,34620,61604,3068.8,3067.8,3044.2
2025-11-13,IM,IM2512,140471,183744,7478.4,7462.8,7355.6
2025-11-14,IC,IC2512,71699,130526,7137.4,7179.0,7250.8
2025-11-14,IF,IF2512,67288,149958,4600.4,4622.4,4673.2
2025-11-14,IH,IH2512,32072,62716,3030.4,3043.2,3067.8
2025-11-14,IM,IM2512,125074,182376,7372.0,7413.8,7462.8
2025-11-17,IC,IC2512,73642,133431,7143.4,7140.8,7179.0
2025-11-17,IF,IF2512,69751,154108,4581.4,4573.8,4622.4
2025-11-17,IH,IH2512,37212,64127,3009.2,3004.4,3043.2
2025-11-17,IM,IM2512,130158,185984,7394.4,7402.8,7413.8
2025-11-18,IC,IC2512,83267,139697,7079.8,7056.4,7140.8
2025-11-18,IF,IF2512,76476,158826,4555.0,4543.0,4573.8
2025-11-18,IH,IH2512,36656,62985,2997.6,2994.4,3004.4
2025-11-18,IM,IM2512,142162,189585,7351.8,7329.2,7402.8
2025-11-19,IC,IC2512,83682,141911,7054.8,7059.6,7056.4
2025-11-19,IF,IF2512,76820,156324,4565.2,4570.8,4543.0
2025-11-19,IH,IH2512,36365,61909,3011.0,3017.4,2994.4
2025-11-19,IM,IM2512,149890,201080,7298.2,7298.8,7329.2
2025-11-20,IC,IC2512,89650,154013,7000.0,7006.2,7059.6
2025-11-20,IF,IF2512,83141,165189,4539.2,4548.6,4570.8
2025-11-20,IH,IH2512,39268,64984,3002.6,3005.8,3017.4
2025-11-20,IM,IM2512,140822,205865,7263.6,7268.4,7298.8
2025-11-21,IC,IC2512,131128,165935,6770.0,6790.2,7006.2
2025-11-21,IF,IF2512,112829,176897,4428.4,4440.8,4548.6
2025-11-21,IH,IH2512,53598,67165,2946.4,2950.2,3005.8
2025-11-21,IM,IM2512,215750,244705,7018.2,7036.2,7268.4
2025-11-24,IC,IC2512,92262,151377,6827.6,6842.0,6790.2
2025-11-24,IF,IF2512,82507,168604,4435.2,4443.6,4440.8
2025-11-24,IH,IH2512,33894,62014,2944.4,2948.8,2950.2
2025-11-24,IM,IM2512,160312,220648,7095.2,7111.6,7036.2
2025-11-25,IC,IC2512,93552,152439,6900.0,6909.4,6842.0
2025-11-25,IF,IF2512,77751,160808,4473.0,4474.4,4443.6
2025-11-25,IH,IH2512,32610,59535,2959.2,2960.4,2948.8
2025-11-25,IM,IM2512,152757,211318,7172.0,7182.8,7111.6
2025-11-26,IC,IC2512,74334,143910,6909.4,6918.8,6909.4
2025-11-26,IF,IF2512,70583,155905,4493.0,4497.4,4474.4
2025-11-26,IH,IH2512,26457,58010,2964.6,2965.6,2960.4
2025-11-26,IM,IM2512,125795,202891,7176.2,7184.6,7182.8
2025-11-27,IC,IC2512,76028,145804,6896.2,6908.8,6918.8
2025-11-27,IF,IF2512,72122,155679,4492.6,4499.4,4497.4
2025-11-27,IH,IH2512,30995,61159,2962.4,2964.6,2965.6
2025-11-27,IM,IM2512,130117,203626,7179.0,7192.4,7184.6
2025-11-28,IC,IC2512,72395,139454,6974.2,6970.2,6908.8
2025-11-28,IF,IF2512,64947,148801,4505.8,4506.8,4499.4
2025-11-28,IH,IH2512,27131,57878,2963.2,2963.8,2964.6
2025-11-28,IM,IM2512,125415,199411,7260.8,7249.8,7192.4
2025-12-01,IC,IC2512,64309,134509,7031.6,7026.8,6970.2
2025-12-01,IF,IF2512,68600,145600,4555.4,4550.2,4506.8
2025-12-01,IH,IH2512,32036,59130,2986.4,2983.2,2963.8
2025-12-01,IM,IM2512,107661,189019,7290.0,7286.0,7249.8
2025-12-02,IC,IC2512,54148,127620,6982.2,6979.2,7026.8
2025-12-02,IF,IF2512,55827,138432,4535.8,4531.8,4550.2
2025-12-02,IH,IH2512,25152,53855,2971.4,2968.8,2983.2
2025-12-02,IM,IM2512,96449,181453,7239.6,7237.2,7286.0
2025-12-03,IC,IC2512,67339,133791,6950.4,6941.2,6979.2
2025-12-03,IF,IF2512,67863,142198,4518.2,4513.4,4531.8
2025-12-03,IH,IH2512,27565,55954,2958.4,2955.2,2968.8
2025-12-03,IM,IM2512,118632,193074,7195.4,7185.4,7237.2
2025-12-04,IC,IC2512,64721,123278,6983.2,6975.6,6941.2
2025-12-04,IF,IF2512,63708,136475,4530.6,4528.4,4513.4
2025-12-04,IH,IH2512,27688,53262,2968.2,2965.4,2955.2
2025-12-04,IM,IM2512,116454,181088,7213.4,7204.0,7185.4
2025-12-05,IC,IC2512,83349,130990,7083.2,7076.6,6975.6
2025-12-05,IF,IF2512,84754,143296,4574.4,4578.2,4528.4
2025-12-05,IH,IH2512,38569,59755,2997.4,3003.4,2965.4
2025-12-05,IM,IM2512,146937,189203,7319.8,7311.4,7204.0
2025-12-08,IC,IC2512,63355,116565,7144.0,7150.2,7076.6
2025-12-08,IF,IF2512,76082,132821,4613.2,4617.0,4578.2
2025-12-08,IH,IH2512,31875,55867,3015.0,3018.4,3003.4
2025-12-08,IM,IM2512,104973,168647,7380.4,7387.0,7311.4
2025-12-09,IC,IC2512,57109,114015,7094.4,7094.2,7150.2
2025-12-09,IF,IF2512,63877,125588,4583.2,4581.0,4617.0
2025-12-09,IH,IH2512,26505,52166,2991.6,2991.2,3018.4
2025-12-09,IM,IM2512,86997,164945,7347.8,7352.0,7387.0
2025-12-10,IC,IC2512,69706,109494,7122.2,7128.2,7094.2
2025-12-10,IF,IF2512,75990,121027,4574.2,4574.6,4581.0
2025-12-10,IH,IH2512,34093,52758,2980.8,2980.2,2991.2
2025-12-10,IM,IM2512,108100,163906,7371.4,7374.6,7352.0
2025-12-11,IC,IC2512,63847,99580,7074.4,7083.8,7128.2
2025-12-11,IF,IF2512,64930,111889,4539.6,4544.2,4574.6
2025-12-11,IH,IH2512,28078,47700,2969.8,2965.6,2980.2
2025-12-11,IM,IM2512,114206,152560,7304.6,7312.4,7374.6
2025-12-12,IC,IC2512,82739,99631,7174.0,7179.0,7083.8
2025-12-12,IF,IF2512,74003,113155,4574.0,4574.8,4544.2
2025-12-12,IH,IH2512,32570,47489,2986.8,2986.2,2965.6
2025-12-12,IM,IM2512,126483,149811,7361.8,7368.2,7312.4
2025-12-15,IC,IC2512,65014,80379,7115.8,7123.4,7179.0
2025-12-15,IF,IF2512,68323,94777,4545.6,4552.2,4574.8
2025-12-15,IH,IH2512,33281,41704,2983.8,2988.2,2986.2
2025-12-15,IM,IM2512,104015,126463,7308.0,7316.0,7368.2
2025-12-16,IC,IC2512,78132,75305,7010.2,7005.4,7123.4
2025-12-16,IF,IF2512,79947,90761,4499.4,4494.6,4552.2
2025-12-16,IH,IH2512,39814,37238,2951.4,2945.0,2988.2
2025-12-16,IM,IM2512,125471,123921,7189.0,7184.2,7316.0
2025-12-17,IC,IC2512,75907,56653,7146.8,7151.8,7005.4
2025-12-17,IF,IF2512,84998,61935,4578.2,4583.8,4494.6
2025-12-17,IH,IH2512,36309,28496,2987.2,2995.6,2945.0
2025-12-17,IM,IM2512,123802,85747,7295.0,7294.4,7184.2
2025-12-18,IC,IC2603,57027,127506,6973.6,6978.2,6992.2
2025-12-18,IF,IF2512,53558,37690,4550.4,4556.6,4583.8
2025-12-18,IH,IH2512,22829,16779,2995.0,2995.2,2995.6
2025-12-18,IM,IM2603,87621,166683,7066.0,7071.2,7068.4
2025-12-19,IC,IC2603,69784,137059,7055.4,7050.8,6978.2
2025-12-19,IF,IF2603,66095,162769,4527.0,4524.8,4509.4
2025-12-19,IH,IH2603,28058,51015,3006.4,3002.2,2985.8
2025-12-19,IM,IM2603,103313,179118,7141.8,7142.0,7071.2
2025-12-22,IC,IC2603,58271,138149,7123.2,7130.0,7050.8
2025-12-22,IF,IF2603,53962,157800,4564.8,4566.0,4524.8
2025-12-22,IH,IH2603,21348,50341,3018.4,3019.0,3002.2
2025-12-22,IM,IM2603,86037,175023,7203.6,7208.4,7142.0
2025-12-23,IC,IC2603,53906,136107,7133.2,7129.4,7130.0
2025-12-23,IF,IF2603,52645,163660,4571.4,4569.8,4566.0
2025-12-23,IH,IH2603,22810,49673,3025.6,3023.6,3019.0
2025-12-23,IM,IM2603,87825,176419,7197.4,7192.8,7208.4
2025-12-24,IC,IC2603,69984,146995,7240.4,7250.2,7129.4
2025-12-24,IF,IF2603,58846,164967,4595.0,4595.8,4569.8
2025-12-24,IH,IH2603,24242,50212,3027.0,3025.8,3023.6
2025-12-24,IM,IM2603,113077,185869,7327.6,7333.6,7192.8
2025-12-25,IC,IC2603,63146,144535,7320.6,7329.6,7250.2
2025-12-25,IF,IF2603,52262,164476,4610.6,4616.2,4595.8
2025-12-25,IH,IH2603,20968,50757,3034.0,3035.8,3025.8
2025-12-25,IM,IM2603,101700,183127,7419.0,7429.8,7333.6
2025-12-26,IC,IC2603,84671,157607,7388.0,7386.2,7329.6
2025-12-26,IF,IF2603,70821,175215,4638.4,4636.0,4616.2
2025-12-26,IH,IH2603,31969,55790,3051.4,3052.6,3035.8
2025-12-26,IM,IM2603,125247,194890,7472.4,7477.4,7429.8
2025-12-29,IC,IC2603,63940,146816,7336.6,7337.4,7386.2
2025-12-29,IF,IF2603,58452,167149,4610.2,4605.8,4636.0
2025-12-29,IH,IH2603,24852,53232,3038.0,3036.4,3052.6
2025-12-29,IM,IM2603,95430,182605,7439.0,7441.2,7477.4
2025-12-30,IC,IC2603,66223,153828,7381.0,7388.2,7337.4
2025-12-30,IF,IF2603,56756,171595,4622.2,4627.8,4605.8
2025-12-30,IH,IH2603,26708,53919,3035.4,3039.0,3036.4
2025-12-30,IM,IM2603,100572,189970,7459.2,7467.8,7441.2
2025-12-31,IC,IC2603,62267,145074,7362.8,7366.6,7388.2
2025-12-31,IF,IF2603,63352,166875,4599.8,4593.2,4627.8
2025-12-31,IH,IH2603,31896,53650,3025.0,3021.6,3039.0
2025-12-31,IM,IM2603,93696,181081,7436.2,7439.0,7467.8
2026-01-05,IC,IC2603,79757,160143,7596.0,7582.6,7366.6
2026-01-05,IF,IF2603,72812,173732,4697.0,4697.8,4593.2
2026-01-05,IH,IH2603,35869,56614,3098.8,3101.0,3021.6
2026-01-05,IM,IM2603,103703,189842,7639.0,7625.4,7439.0
2026-01-06,IC,IC2603,94435,164336,7786.4,7762.2,7582.6
2026-01-06,IF,IF2603,79694,178463,4778.0,4771.0,4697.8
2026-01-06,IH,IH2603,39763,60630,3161.8,3154.6,3101.0
2026-01-06,IM,IM2603,114127,192848,7762.4,7738.2,7625.4
2026-01-07,IC,IC2603,85963,164218,7802.6,7810.2,7762.2
2026-01-07,IF,IF2603,67166,174314,4753.0,4751.4,4771.0
2026-01-07,IH,IH2603,30060,55587,3143.8,3141.8,3154.6
2026-01-07,IM,IM2603,104271,189188,7760.2,7768.6,7738.2
2026-01-08,IC,IC2603,87667,158547,7814.4,7804.4,7810.2
2026-01-08,IF,IF2603,70354,176039,4718.4,4710.2,4751.4
2026-01-08,IH,IH2603,28102,55279,3122.4,3115.6,3141.8
2026-01-08,IM,IM2603,118672,193230,7820.6,7808.8,7768.6
2026-01-09,IC,IC2603,110023,174403,8037.8,8005.2,7804.4
2026-01-09,IF,IF2603,85400,182579,4743.8,4740.0,4710.2
2026-01-09,IH,IH2603,33032,55495,3134.8,3131.0,3115.6
2026-01-09,IM,IM2603,149124,203815,8048.4,8011.0,7808.8
2026-01-12,IC,IC2603,114590,167535,8236.6,8230.0,8005.2
2026-01-12,IF,IF2603,89188,182828,4774.0,4779.4,4740.0
2026-01-12,IH,IH2603,33564,55192,3140.2,3142.2,3131.0
2026-01-12,IM,IM2603,172951,208444,8311.4,8306.2,8011.0
2026-01-13,IC,IC2603,120900,171420,8131.2,8121.2,8230.0
2026-01-13,IF,IF2603,97329,184613,4758.6,4754.0,4779.4
2026-01-13,IH,IH2603,41076,57216,3137.6,3133.6,3142.2
2026-01-13,IM,IM2603,178731,207812,8160.4,8150.8,8306.2
2026-01-14,IC,IC2603,173512,180823,8197.8,8175.2,8121.2
2026-01-14,IF,IF2603,119874,195726,4740.0,4733.0,4754.0
2026-01-14,IH,IH2603,48861,59979,3114.0,3115.6,3133.6
2026-01-14,IM,IM2603,225371,212359,8156.0,8158.2,8150.8
2026-01-15,IC,IC2603,110213,176008,8206.8,8177.6,8175.2
2026-01-15,IF,IF2603,81140,186881,4746.6,4737.2,4733.0
2026-01-15,IH,IH2603,34976,57912,3108.0,3104.4,3115.6
2026-01-15,IM,IM2603,148081,203295,8195.4,8158.4,8158.2
2026-01-16,IC,IC2603,102740,174492,8210.4,8199.0,8177.6
2026-01-16,IF,IF2603,89508,187424,4723.2,4719.2,4737.2
2026-01-16,IH,IH2603,39751,58902,3084.4,3081.0,3104.4
2026-01-16,IM,IM2603,141207,201001,8179.2,8165.0,8158.4
2026-01-19,IC,IC2603,98224,177228,8266.0,8289.8,8199.0
2026-01-19,IF,IF2603,73045,179134,4728.6,4727.0,4719.2
2026-01-19,IH,IH2603,30016,57249,3077.6,3078.4,3081.0
2026-01-19,IM,IM2603,123630,195201,8186.6,8205.4,8165.0
2026-01-20,IC,IC2603,123309,180970,8248.8,8215.6,8289.8
2026-01-20,IF,IF2603,79866,179532,4708.6,4703.4,4727.0
2026-01-20,IH,IH2603,31503,56746,3075.4,3074.0,3078.4
2026-01-20,IM,IM2603,150527,198773,8120.8,8091.0,8205.4
2026-01-21,IC,IC2603,101832,175976,8371.0,8355.8,8215.6
