block,mkt,code,name,last_date,close,pct_chg,chg5,chg10,chg20,trend,ma5,ma10,ma20,ma60,vs_ma20,vs_ma60,ma20_slope,dif,dea,macd_bar,macd_cross5,bar_seq5,dif_above0,rsi6,rsi14,kdj_k,kdj_d,kdj_j,boll_pos,boll_up,boll_lo,vol_ratio,vol5_vs20,turnover,hi20,lo20,sup20,res20,hi60,lo60,from_hi60,range_pos60,limitups_20,pv_diverge,shrink_pullback,stale,ex_gaps_recent,w_bars,w_close,w_ma5,w_ma10,w_ma20,w_vs_ma10,w_vs_ma20,w_ma10_slope,w_trend,w_dif,w_macd_bar,w_macd_cross5,w_dif_above0,w_hi20,w_lo20,w_from_hi20,w_pos20,w_new_high20,w_sup,w_res,w_vol_prev8,w_vol_ratio_raw,w_partial,w_days,w_note,resonance,error
关注个股,SZ,300633,开立医疗,20260924,19.26,-2.48,3.8,-3.5,-1.5,空头,19.51,19.2,19.64,19.65,-1.9,-2.0,-0.1,-0.146,-0.144,-0.003,死叉(1日前),"-0.303,-0.167,-0.050,0.016,-0.003",False,44.7,46.3,53.2,42.6,74.4,36.0,20.97,18.31,0.64,0.87,1.0,21.35,18.4,18.4,21.35,21.41,18.01,-10.0,37.0,0,False,False,False,,485,19.26,19.45,19.73,19.85,-2.4,-3.0,1.2,周线震荡,-1.472,0.519,,False,24.5,17.2,-21.4,28.0,False,19.73,24.5,23842868.5,0.56,True,4,,双周期偏弱,
AI硬件,SH,688432,有研硅,20260924,55.13,0.24,0.2,19.9,40.0,强多头,54.82,51.96,48.62,41.73,13.4,32.1,8.1,4.013,3.436,1.154,,"2.117,1.988,1.489,1.354,1.154",True,65.2,62.2,73.7,71.4,78.5,83.0,58.44,38.79,1.0,0.97,5.64,60.59,37.66,37.66,60.59,60.78,23.27,-9.3,85.0,1,False,False,False,,197,55.13,48.47,44.28,33.69,24.5,63.7,22.7,周线多头,8.906,3.808,,True,60.78,14.87,-9.3,88.0,False,44.28,60.78,337708223.5,0.77,True,4,,日周共振向上,
AI硬件,SH,688143,长盈通,20260924,191.35,-1.16,-1.4,13.3,10.4,震荡,196.51,195.0,182.29,143.42,5.0,33.4,4.6,13.406,14.184,-1.558,死叉(2日前),"1.626,2.262,1.256,-0.141,-1.558",True,51.3,58.4,53.8,66.9,27.5,66.0,209.81,154.78,0.65,0.82,7.44,215.0,157.01,157.01,215.0,215.0,78.34,-11.0,83.0,0,True,False,False,20230629:-25.7%,193,191.35,181.48,149.98,156.3,27.6,22.4,7.8,周线偏多,24.43,6.098,周金叉(3周前),True,255.0,64.61,-25.0,67.0,False,149.98,255.0,78024469.1,0.57,True,4,,周多日震(回踩确认),
AI硬件,SH,688167,炬光科技,20260924,293.84,-4.88,-2.9,-6.7,1.0,震荡,301.92,296.27,296.56,259.53,-0.9,13.2,2.4,9.02,10.613,-3.187,,"-1.032,-1.712,-2.740,-1.767,-3.187",True,46.2,52.0,61.6,60.5,64.0,44.0,318.98,274.14,0.59,0.74,4.01,322.24,268.1,268.1,322.24,322.24,155.5,-8.8,83.0,0,False,False,False,20260610:-33.6%,243,293.84,297.31,263.86,287.89,11.4,2.1,1.7,周线偏多,18.051,-2.8,,True,424.88,155.5,-30.8,51.0,False,263.86,424.88,51155601.1,0.5,True,4,,周多日震(回踩确认),
AI硬件,BJ,920045,蘅东光,20260924,542.6,-3.07,-2.4,2.2,3.0,震荡,552.0,564.54,533.62,412.94,1.7,31.4,4.1,34.726,40.897,-12.343,死叉(4日前),"3.944,-1.379,-7.988,-9.134,-12.343",True,47.3,55.9,37.1,49.3,12.7,56.0,613.85,453.39,0.42,0.85,2.57,619.97,444.01,444.01,619.97,619.97,209.43,-12.5,81.0,0,False,False,False,,38,542.6,532.62,428.7,466.54,26.6,16.3,9.2,周线偏多,25.894,27.913,周金叉(3周前),True,765.0,209.43,-29.1,60.0,False,428.7,765.0,9010007.0,0.59,True,4,,周多日震(回踩确认),
AI硬件,SZ,300489,光智科技,20260924,271.15,2.7,21.3,28.1,12.0,强多头,249.52,229.0,227.69,218.86,19.1,23.9,3.7,8.81,3.219,11.182,金叉(4日前),"-1.744,1.494,4.744,8.434,11.182",True,84.8,66.5,78.1,64.4,105.3,109.0,264.51,190.87,1.25,1.3,10.91,288.88,197.01,197.01,288.88,290.0,124.27,-6.5,89.0,0,False,False,False,20200623:-31.5%;20160721:-49.7%,573,271.15,230.06,217.84,205.33,24.5,32.1,-4.2,周线多头,36.562,-2.28,周死叉(4周前),True,329.81,101.32,-17.8,74.0,False,217.84,329.81,65773483.6,0.95,True,4,,日周共振向上,
AI硬件,SZ,300394,天孚通信,20260924,267.93,-2.71,-3.5,-0.4,0.3,震荡,276.62,270.6,264.22,245.68,1.4,9.1,1.6,6.345,6.022,0.644,,"3.254,3.485,2.914,2.244,0.644",True,45.4,52.6,59.2,64.4,48.6,59.0,285.03,243.41,0.61,0.85,2.03,292.07,237.8,237.8,292.07,295.0,155.55,-9.2,81.0,0,False,True,False,20260612:-26.5%;20250609:-26.4%;20240530:-29.3%,593,267.93,265.37,247.27,268.95,8.4,-0.4,0.5,周线偏多,10.693,-3.696,,True,385.85,155.55,-30.6,49.0,False,247.27,385.85,240737323.2,0.45,True,4,,周多日震(回踩确认),
AI硬件,SH,688313,仕佳光子,20260924,157.3,-3.9,-2.1,5.0,-1.2,震荡,165.53,158.94,154.65,140.22,1.7,12.2,1.8,5.249,4.806,0.886,,"2.143,3.290,2.907,2.292,0.886",True,45.5,52.9,61.6,66.5,52.0,58.0,171.2,138.09,0.76,1.05,2.89,177.69,140.5,140.5,177.69,177.69,81.68,-11.5,79.0,0,False,False,False,,313,157.3,154.58,140.1,149.96,12.3,4.9,1.0,周线偏多,10.274,-0.268,,True,206.67,81.68,-23.9,61.0,False,140.1,206.67,118210069.4,0.56,True,4,,周多日震(回踩确认),
AI硬件,SZ,300570,太辰光,20260924,219.11,-3.13,1.4,7.8,4.6,多头,225.16,214.17,205.47,181.31,6.6,20.8,2.5,11.038,9.812,2.453,,"2.916,3.540,4.071,3.862,2.453",True,56.2,59.0,63.8,67.3,56.7,75.0,232.75,178.19,0.67,1.1,5.97,242.99,178.18,178.18,242.99,249.0,102.3,-12.0,80.0,0,False,False,False,20170630:-45.5%,502,219.11,206.72,180.29,187.66,21.5,16.8,-0.6,周线震荡,17.052,5.013,周金叉(2周前),True,285.85,102.3,-23.3,64.0,False,180.29,285.85,104969534.2,0.63,True,4,,双周期震荡,
AI硬件,SH,688025,杰普特,20260924,444.59,-1.16,2.2,9.0,6.6,多头,444.81,428.21,409.15,377.92,8.7,17.6,2.2,17.8,14.142,7.317,,"8.168,9.389,8.581,8.638,7.317",True,64.3,60.7,78.5,77.7,79.9,82.0,463.7,354.6,1.19,1.05,3.7,471.33,357.04,357.04,471.33,471.33,247.0,-5.7,88.0,0,False,False,False,,354,444.59,408.55,380.5,391.8,16.8,13.5,0.9,周线偏多,37.5,-1.892,,True,502.44,247.0,-11.5,77.0,False,380.5,502.44,18943755.4,0.59,True,4,,日周共振向上,
AI硬件,SZ,300620,光库科技,20260924,278.0,-3.87,-5.6,-7.3,-7.6,空头,290.21,290.19,292.71,279.61,-5.0,-0.6,-0.5,-0.338,1.253,-3.182,,"-1.180,-0.945,-1.101,-1.534,-3.182",False,30.5,44.1,31.5,43.0,8.4,12.0,312.13,273.29,0.71,1.01,3.2,325.98,276.19,276.19,325.98,333.54,184.35,-16.7,63.0,0,False,False,False,20230518:-31.5%;20211101:-33.8%,488,278.0,290.77,280.42,291.13,-0.9,-4.5,-2.1,周线偏空,19.956,-11.456,,True,413.3,184.35,-32.7,41.0,False,280.42,413.3,61264510.2,0.65,True,4,,双周期偏弱,
AI硬件,SZ,300548,长芯博创,20260924,231.02,-3.34,-0.2,7.6,6.9,多头,237.8,227.25,217.76,196.14,6.1,17.8,4.5,10.827,9.122,3.409,,"5.177,6.405,5.710,5.186,3.409",True,54.4,58.0,74.8,75.1,74.4,73.0,247.03,188.5,0.67,0.93,2.9,247.8,191.87,191.87,247.8,247.8,123.48,-6.8,87.0,0,False,False,False,20220513:-34.7%;20200520:-42.8%,510,231.02,216.87,195.7,214.73,18.0,7.6,-0.0,周线震荡,7.702,0.188,周金叉(1周前),True,309.98,123.48,-25.5,58.0,False,195.7,309.98,82535364.9,0.53,True,4,,双周期震荡,
AI硬件,SH,603228,景旺电子,20260924,103.55,-3.63,-0.7,-5.9,7.0,震荡,106.35,106.69,102.64,87.87,0.9,17.8,3.4,4.25,4.944,-1.388,死叉(5日前),"-0.483,-0.177,-0.588,-0.740,-1.388",True,44.1,53.6,30.9,44.6,3.6,53.0,117.39,87.88,0.63,0.84,2.42,113.6,85.6,85.6,113.6,113.6,61.54,-8.8,81.0,1,True,False,False,20200526:-28.7%;20190516:-29.5%,498,103.55,102.0,94.51,84.5,9.6,22.5,15.9,周线多头,9.748,4.78,,True,113.6,61.54,-8.8,81.0,False,94.51,113.6,230831533.5,0.55,True,4,,周多日震(回踩确认),
AI硬件,SZ,300476,胜宏科技,20260924,232.69,-4.75,4.4,1.2,-11.5,空头,238.83,232.75,231.91,245.98,0.3,-5.4,-1.3,-2.808,-4.985,4.354,金叉(5日前),"0.354,3.469,4.610,5.478,4.354",False,46.7,47.2,56.6,55.0,59.9,52.0,247.67,216.16,0.86,1.33,2.95,258.47,217.44,217.44,258.47,318.0,177.88,-26.8,39.0,0,False,False,False,20180316:-44.5%;20160503:-60.6%,578,232.69,229.97,237.35,281.7,-2.0,-17.4,-8.9,周线偏空,-17.905,-13.875,,False,402.6,177.88,-42.2,24.0,False,237.35,402.6,175558019.5,0.95,True,4,,双周期偏弱,
AI硬件,SZ,002463,沪电股份,20260924,124.05,-3.16,0.5,-3.0,1.7,震荡,125.36,125.78,123.73,121.42,0.3,2.2,1.4,1.509,1.481,0.056,,"0.513,0.462,0.270,0.489,0.056",True,46.0,50.9,55.7,59.6,47.8,52.0,132.12,115.33,0.8,1.04,1.97,131.25,110.59,110.59,131.25,142.99,94.73,-13.2,61.0,1,False,False,False,20140627:-18.9%;20130424:-19.6%;20120410:-29.4%,824,124.05,121.8,119.33,124.43,4.0,-0.3,-4.2,周线震荡,7.254,-4.237,,True,158.2,94.73,-21.6,46.0,False,119.33,158.2,258830118.5,0.73,True,4,,双周期震荡,
AI硬件,SH,601208,东材科技,20260924,56.44,2.62,7.9,16.2,14.9,强多头,53.54,51.97,50.2,47.5,12.4,18.8,4.2,1.981,1.3,1.361,,"0.967,1.009,0.895,1.117,1.361",True,75.2,64.5,83.1,74.4,100.6,103.0,56.07,44.33,1.36,1.18,9.23,56.88,44.86,44.86,56.88,66.85,32.25,-15.6,70.0,1,False,False,False,20210708:-21.7%;20120507:-50.1%,786,56.44,50.57,46.83,52.24,20.5,8.0,-6.8,周线震荡,3.33,-1.48,,True,80.46,32.25,-29.9,50.0,False,46.83,80.46,346351699.5,0.95,True,4,,日强周平,
AI硬件,SH,688205,德科立,20260924,210.68,-8.26,-1.6,-7.3,32.0,震荡,225.5,220.36,208.3,167.66,1.1,25.7,9.1,15.343,16.074,-1.462,死叉(1日前),"2.218,4.249,2.600,1.833,-1.462",True,44.1,54.0,48.6,60.3,25.0,53.0,247.78,168.82,0.75,0.89,6.96,244.0,156.45,156.45,244.0,244.0,105.01,-13.7,76.0,0,True,False,False,20250529:-21.3%,211,210.68,203.92,172.31,193.78,22.3,8.7,9.6,周线偏多,3.501,6.816,周金叉(2周前),True,310.88,105.01,-32.2,51.0,False,172.31,310.88,60206154.2,0.96,True,4,,周多日震(回踩确认),
AI硬件,SH,688498,源杰科技,20260924,1700.03,-2.01,-4.7,-1.1,4.2,震荡,1772.33,1747.61,1666.92,1549.85,2.0,9.7,3.1,65.419,67.404,-3.97,死叉(1日前),"35.650,36.818,23.551,10.474,-3.970",True,42.1,54.0,40.6,58.2,5.5,57.0,1900.01,1433.83,0.7,1.0,1.74,1888.0,1440.03,1440.03,1888.0,1919.0,995.01,-11.4,76.0,0,False,False,False,20260518:-32.8%;20230609:-28.8%,193,1700.03,1648.08,1518.4,1476.32,12.0,15.2,0.0,周线多头,216.099,-8.587,,True,1968.14,991.53,-13.6,73.0,False,1518.4,1968.14,21767560.9,0.54,True,4,,周多日震(回踩确认),
AI硬件,SZ,300857,协创数据,20260924,268.58,0.21,0.6,1.9,3.6,多头,270.19,264.07,262.82,253.12,2.2,6.1,2.5,4.451,3.729,1.444,金叉(5日前),"0.689,1.787,2.358,1.851,1.444",True,56.6,54.8,68.6,65.1,75.7,70.0,277.01,248.62,0.79,0.79,2.73,278.6,244.44,244.44,278.6,309.8,183.61,-13.3,67.0,0,False,False,False,20260422:-27.8%;20250512:-27.9%,316,268.58,260.85,251.76,257.84,6.7,4.2,-2.8,周线震荡,17.785,-6.903,,True,355.55,183.61,-24.5,49.0,False,251.76,355.55,104453058.9,0.49,True,4,,双周期震荡,
AI硬件,SH,688048,长光华芯,20260924,329.66,-5.51,0.5,7.7,8.2,多头,346.94,328.42,310.43,319.84,6.2,3.1,4.2,11.367,6.339,10.056,,"12.211,15.536,15.461,14.161,10.056",True,49.7,53.9,71.3,74.9,64.3,68.0,363.57,257.3,0.71,1.04,3.93,368.88,268.0,268.0,368.88,506.7,206.0,-34.9,41.0,0,False,False,False,20230607:-23.4%,230,329.66,306.44,295.39,341.52,11.6,-3.5,-10.7,周线震荡,14.167,-19.334,,True,509.11,206.0,-35.2,41.0,False,295.39,509.11,57116828.9,0.68,True,4,,双周期震荡,
AI硬件,SH,600487,亨通光电,20260924,67.38,-3.66,-1.6,5.4,-5.5,震荡,70.31,67.63,66.59,63.82,1.2,5.6,2.2,1.543,1.083,0.92,,"0.831,1.343,1.742,1.496,0.920",True,47.0,51.9,57.4,62.0,48.1,57.0,72.53,60.65,0.65,1.05,4.46,76.35,61.22,61.22,76.35,95.0,45.6,-29.1,44.0,0,False,False,False,20180629:-27.9%;20150924:-65.7%;20140526:-33.7%,1151,67.38,66.61,61.78,73.91,9.1,-8.8,-10.4,周线震荡,2.419,-4.385,,True,125.16,45.6,-46.2,27.0,False,61.78,125.16,1016231875.0,0.65,True,4,,双周期震荡,
AI硬件,SZ,301536,星宸科技,20260924,130.6,-2.4,15.7,14.0,8.6,多头,129.84,120.64,121.9,119.08,7.1,9.7,3.0,2.449,0.645,3.609,金叉(4日前),"-0.565,0.778,2.504,3.552,3.609",True,66.8,58.8,77.6,65.7,101.4,76.0,138.38,105.42,0.73,1.08,5.21,137.93,107.6,107.6,137.93,146.62,90.5,-10.9,71.0,0,True,False,False,,130,130.6,120.73,121.06,110.29,7.9,18.4,3.0,周线偏多,11.561,0.1,周金叉(1周前),True,146.62,73.61,-10.9,78.0,False,121.06,146.62,79636565.0,0.69,True,4,,日周共振向上,
AI硬件,SH,603893,瑞芯微,20260924,219.05,-1.78,20.9,19.9,20.8,多头,209.58,194.57,192.62,197.46,13.7,10.9,4.3,4.844,0.1,9.488,金叉(5日前),"0.284,2.289,6.007,8.726,9.488",True,78.8,65.9,79.7,66.0,107.2,99.0,219.86,165.39,1.17,1.45,3.7,228.74,175.6,175.6,228.74,233.88,170.88,-6.3,76.0,2,False,False,False,,341,219.05,191.06,195.5,189.31,12.0,15.7,0.3,周线偏多,4.961,1.757,周金叉(1周前),True,233.88,158.18,-6.3,80.0,False,195.5,233.88,72417287.9,1.17,True,4,,日周共振向上,
AI硬件,SH,600330,天通股份,20260924,28.6,-4.6,-3.6,0.9,-1.9,震荡,29.41,29.43,28.77,24.71,-0.6,15.7,1.9,1.008,1.182,-0.348,死叉(5日前),"-0.045,-0.129,-0.159,-0.158,-0.348",True,43.1,51.9,65.4,68.8,58.6,47.0,31.27,26.28,0.8,0.89,6.57,31.0,25.7,25.7,31.0,31.0,15.68,-7.7,84.0,2,False,False,False,20180625:-16.2%;20080613:-17.9%;20050617:-37.9%,1277,28.6,28.13,25.09,26.75,14.0,6.9,4.0,周线偏多,1.966,-0.002,,True,37.37,15.68,-23.5,60.0,False,25.09,37.37,588064300.0,0.6,True,4,,周多日震(回踩确认),
AI硬件,SH,603256,宏和科技,20260924,152.0,-3.06,4.7,17.7,8.0,震荡,153.15,145.29,138.86,153.26,9.5,-0.8,3.1,1.997,-1.642,7.278,,"6.360,6.751,8.040,8.183,7.278",True,63.4,56.6,78.5,76.9,81.6,80.0,160.46,117.26,1.07,1.38,2.89,163.81,118.73,118.73,163.81,251.9,112.6,-39.7,28.0,0,False,False,False,,369,152.0,138.09,141.77,173.82,7.2,-12.6,-19.8,周线震荡,7.408,-17.944,,True,304.0,112.6,-50.0,21.0,False,141.77,304.0,109070031.9,1.24,True,4,,双周期震荡,
AI硬件,SH,600183,生益科技,20260924,137.33,-4.34,-6.0,-6.6,-2.6,震荡,142.91,145.97,145.92,137.23,-5.9,0.1,1.9,1.523,2.82,-2.595,死叉(5日前),"-0.276,-0.624,-1.233,-1.598,-2.595",True,30.8,45.2,24.5,38.6,-3.9,-2.0,154.13,137.72,0.62,0.85,1.81,157.5,135.47,135.47,157.5,166.21,97.51,-17.4,58.0,0,False,True,False,20180528:-32.8%;20120601:-26.1%;20060925:-33.6%,1406,137.33,142.57,135.32,139.26,1.5,-1.4,-3.8,周线偏空,14.028,-5.149,,True,191.88,78.8,-28.4,52.0,False,135.32,191.88,367189643.0,0.58,True,4,,双周期偏弱,
AI硬件,SH,603186,华正新材,20260924,213.3,-6.32,-7.3,-2.2,16.3,震荡,225.2,231.8,209.75,172.99,1.7,23.3,6.5,15.697,17.177,-2.959,死叉(1日前),"7.038,4.894,2.316,0.413,-2.959",True,39.6,53.9,33.2,51.8,-3.9,53.0,261.42,158.08,0.7,0.8,9.21,264.0,167.5,167.5,264.0,264.0,97.8,-19.2,69.0,3,False,False,False,,498,213.3,204.12,173.6,170.51,22.9,25.1,3.1,周线多头,29.824,6.04,周金叉(3周前),True,269.87,80.1,-21.0,70.0,False,173.6,269.87,104657719.4,0.57,True,4,,周多日震(回踩确认),
AI硬件,SZ,301511,德福科技,20260924,103.3,-8.32,-3.4,-5.0,18.9,震荡,109.64,109.44,102.87,95.53,0.4,8.1,6.6,4.799,4.652,0.295,,"3.168,2.637,2.152,1.858,0.295",True,38.8,51.5,46.2,60.2,18.2,51.0,120.15,85.6,0.83,0.79,7.36,118.51,84.31,84.31,118.51,161.31,62.4,-36.0,41.0,0,True,False,False,20240520:-28.8%,160,103.3,99.15,91.41,108.99,13.0,-5.2,-11.3,周线震荡,7.986,-5.637,,True,178.88,62.4,-42.3,35.0,False,91.41,178.88,181048297.8,0.59,True,4,,双周期震荡,
AI硬件,SH,688361,中科飞测,20260924,370.3,-2.89,3.2,19.9,-0.9,多头,380.76,351.9,340.13,350.76,8.9,5.6,2.0,9.134,2.04,14.187,,"11.388,15.588,16.433,16.450,14.187",True,61.6,57.5,78.6,73.9,88.1,75.0,401.38,278.89,0.76,1.09,1.67,397.89,289.57,289.57,397.89,455.0,289.57,-18.6,49.0,0,False,False,False,,173,370.3,344.76,345.26,311.65,7.3,18.8,-2.0,周线震荡,41.901,-2.72,周死叉(4周前),True,458.98,188.0,-19.3,67.0,False,345.26,458.98,49178567.4,0.59,True,4,,双周期震荡,
AI硬件,SH,688300,联瑞新材,20260924,167.8,-8.36,-3.9,-8.5,-9.9,震荡,175.94,177.52,177.57,158.63,-5.5,5.8,3.1,4.287,5.676,-2.778,,"-0.746,-1.528,-1.744,-1.149,-2.778",True,38.2,48.2,44.7,51.1,32.0,17.0,192.14,162.99,0.71,0.74,4.37,202.88,161.36,161.36,202.88,217.58,98.78,-22.9,58.0,0,False,False,False,20250529:-23.1%;20230615:-33.8%;20221108:-31.2%,352,167.8,175.37,156.94,170.43,6.9,-1.5,-6.6,周线偏空,16.358,-5.911,,True,297.31,89.1,-43.6,38.0,False,156.94,297.31,73203074.6,0.56,True,4,,双周期偏弱,
AI硬件,SH,600176,中国巨石,20260924,43.06,-5.61,-8.7,-0.9,1.0,震荡,45.01,45.66,44.15,44.55,-2.5,-3.3,2.5,0.618,0.591,0.053,,"1.060,0.889,0.676,0.517,0.053",True,34.1,46.7,31.9,46.6,2.6,36.0,48.02,40.27,0.8,1.02,4.86,51.68,39.78,39.78,51.68,74.6,33.72,-42.3,23.0,0,False,False,False,20210521:-11.9%;20180517:-18.0%;20170516:-19.4%,1379,43.06,43.22,42.21,45.65,2.0,-5.7,-14.5,周线偏空,3.073,-2.869,,True,77.2,32.71,-44.2,23.0,False,42.21,77.2,1279248188.0,0.66,True,4,,双周期偏弱,
AI硬件,SH,688183,生益电子,20260924,114.08,-4.13,-5.2,-9.2,-6.3,震荡,118.67,121.32,123.82,114.42,-7.9,-0.3,2.2,0.815,2.38,-3.13,,"-1.536,-1.848,-2.348,-2.492,-3.130",True,26.6,44.2,14.0,23.4,-4.8,-4.0,132.89,114.74,0.77,0.85,1.81,138.47,113.38,113.38,138.47,138.47,81.5,-17.6,57.0,0,False,False,False,,286,114.08,122.03,114.38,117.96,-0.3,-3.3,-1.1,周线偏空,5.182,-1.914,,True,153.94,81.5,-25.9,45.0,False,114.38,153.94,91857307.2,0.72,True,4,,双周期偏弱,
AI硬件,SZ,002428,云南锗业,20260924,91.63,-2.92,-1.4,1.8,-9.6,空头,93.55,92.42,92.7,91.08,-1.2,0.6,-0.9,-0.182,-0.283,0.202,金叉(4日前),"-0.208,0.030,0.345,0.486,0.202",False,42.0,47.6,62.4,62.0,63.2,42.0,99.17,86.22,0.77,0.98,5.81,105.55,85.08,85.08,105.55,113.0,60.8,-18.9,59.0,0,False,False,False,20130513:-49.4%;20120424:-51.4%;20110527:-24.3%,834,91.63,92.06,90.79,92.78,0.9,-1.2,-4.2,周线偏空,8.296,-4.537,,True,132.88,60.8,-31.0,43.0,False,90.79,132.88,334503889.0,0.57,True,4,,双周期偏弱,
AI硬件,SZ,301217,铜冠铜箔,20260924,112.3,-5.81,0.4,3.6,-1.9,震荡,114.18,112.69,111.11,112.55,1.1,-0.2,0.5,0.591,-0.188,1.558,,"1.365,1.203,1.437,2.119,1.558",True,48.6,50.2,70.9,69.1,74.5,56.0,121.4,100.82,0.91,1.01,3.49,123.97,99.66,99.66,123.97,167.67,77.28,-33.0,39.0,0,False,False,False,,238,112.3,109.62,107.45,120.09,4.5,-6.5,-12.4,周线震荡,10.552,-9.256,,True,202.15,75.3,-44.4,29.0,False,107.45,202.15,189749888.0,0.68,True,4,,双周期震荡,
AI硬件,SZ,301377,鼎泰高科,20260924,378.99,-3.41,-5.1,-3.1,-9.1,空头,395.62,396.39,395.57,415.72,-4.2,-8.8,-0.4,-5.543,-5.686,0.286,,"5.166,4.697,4.040,2.808,0.286",False,31.0,41.8,36.5,50.5,8.4,10.0,416.23,374.91,0.88,1.05,2.39,425.0,372.24,372.24,425.0,539.0,323.59,-29.7,26.0,0,False,False,False,,197,378.99,392.15,402.36,419.99,-5.8,-9.8,-10.0,周线偏空,37.937,-34.135,,True,666.0,223.82,-43.1,35.0,False,402.36,666.0,17972746.8,0.66,True,4,,双周期偏弱,
AI硬件,SZ,300308,中际旭创,20260924,895.86,-2.89,-0.0,0.6,3.4,震荡,922.7,908.03,884.96,957.97,1.2,-6.5,1.4,-1.167,-9.208,16.083,,"22.146,24.991,24.078,21.831,16.083",False,45.0,48.3,53.5,62.1,36.2,57.0,960.85,809.06,0.75,0.87,1.67,974.99,804.02,804.02,974.99,1218.0,793.03,-26.4,24.0,0,False,False,False,20240606:-26.1%;20190604:-27.7%;20141008:-44.2%,708,895.86,884.13,917.5,1028.21,-2.4,-12.9,-8.8,周线偏空,29.083,-73.746,,True,1416.88,793.03,-36.8,16.0,False,917.5,1416.88,169008751.5,0.46,True,4,,双周期偏弱,
AI硬件,SZ,300502,新易盛,20260924,435.0,-3.59,2.5,5.9,6.3,震荡,448.59,431.29,416.67,446.43,4.4,-2.6,2.2,4.853,-1.182,12.069,,"11.960,14.926,15.902,15.279,12.069",True,51.6,52.4,65.8,68.4,60.6,71.0,460.88,372.45,0.74,0.95,1.99,475.0,378.56,378.56,475.0,579.42,347.0,-24.9,38.0,0,False,False,False,20260611:-28.5%;20250528:-27.7%;20230608:-30.5%,541,435.0,417.6,427.11,468.29,1.8,-7.1,-8.7,周线震荡,14.848,-26.619,,True,618.87,347.0,-29.7,32.0,False,427.11,618.87,229766154.2,0.51,True,4,,双周期震荡,
AI硬件,SH,688825,长鑫科技,,,,,,,数据不足,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,样本不足,insufficient(44)
AI硬件,SH,601869,长飞光纤,20260924,438.0,-4.34,-6.2,0.5,2.6,震荡,453.29,459.02,435.31,387.41,0.6,13.1,3.7,19.772,21.354,-3.164,死叉(1日前),"7.492,5.243,2.865,0.995,-3.164",True,39.8,53.7,42.4,60.8,5.6,52.0,490.77,379.86,0.63,0.86,2.1,483.8,374.5,374.5,483.8,492.0,255.55,-11.0,77.0,0,False,False,False,,419,438.0,433.63,382.88,406.95,14.4,7.6,-1.3,周线震荡,38.17,-4.97,,True,600.0,255.55,-27.0,53.0,False,382.88,600.0,70550368.9,0.62,True,4,,双周期震荡,
AI硬件,SH,688195,腾景科技,20260924,188.12,-3.23,0.3,-7.2,6.0,震荡,193.37,189.73,192.92,160.87,-2.5,16.9,2.9,5.985,7.822,-3.674,,"-3.477,-3.749,-3.294,-3.040,-3.674",True,44.6,52.0,47.5,44.1,54.2,34.0,208.24,177.6,0.47,0.84,3.15,215.5,174.19,174.19,215.5,215.5,98.68,-12.7,77.0,0,False,False,False,20260529:-29.0%,281,188.12,191.53,167.25,183.44,12.5,2.6,9.2,周线偏多,3.254,2.387,周金叉(2周前),True,280.25,98.68,-32.9,49.0,False,167.25,280.25,59542337.8,0.67,True,4,,周多日震(回踩确认),
AI硬件,SZ,300684,中石科技,20260924,118.62,-0.74,26.5,42.1,31.9,强多头,109.51,99.44,95.13,73.42,24.7,61.6,6.5,9.468,7.294,4.348,金叉(3日前),"-1.114,-0.368,1.537,3.523,4.348",True,84.7,73.1,79.9,70.7,98.2,106.0,116.18,74.07,0.91,0.96,10.87,126.99,78.5,78.5,126.99,126.99,41.26,-6.6,90.0,0,True,False,False,20190603:-36.8%;20180907:-44.0%,448,118.62,96.56,77.57,68.48,52.9,73.2,23.5,周线多头,12.347,10.465,,True,106.68,41.26,11.2,118.0,True,77.57,106.68,108054828.1,0.95,True,4,,日周共振向上,
AI硬件,SZ,301591,肯特股份,20260924,43.08,-5.55,-1.5,-5.0,-14.5,震荡,44.81,44.56,47.31,37.44,-8.9,15.1,1.8,1.181,1.947,-1.533,,"-1.854,-1.583,-1.517,-1.347,-1.533",True,38.0,48.8,45.4,43.9,48.6,25.0,55.6,39.01,0.55,0.6,17.03,60.48,41.0,41.0,60.48,60.48,23.02,-28.8,54.0,0,False,False,False,,134,43.08,47.01,38.87,41.77,10.8,3.1,4.8,周线偏多,0.125,1.87,周金叉(5周前),True,60.48,23.02,-28.8,54.0,False,38.87,60.48,53363725.4,0.64,True,4,,周多日震(回踩确认),
AI硬件,SH,688800,瑞可达,20260924,61.65,-7.82,-10.1,-11.0,-9.9,震荡,67.28,67.32,65.55,63.85,-6.0,-3.4,1.3,1.018,1.269,-0.504,死叉(1日前),"1.262,1.230,0.970,0.506,-0.504",True,27.6,43.6,36.8,55.5,-0.6,21.0,72.39,58.72,1.38,0.91,5.18,71.59,57.51,57.51,71.59,88.98,46.48,-30.7,36.0,0,True,False,False,20260617:-29.4%;20250530:-23.5%;20230519:-29.2%,265,61.65,64.16,61.37,73.38,0.5,-16.0,-9.0,周线偏空,-1.529,-2.851,,False,105.46,46.48,-41.5,26.0,False,61.37,105.46,67717942.2,0.59,True,4,,双周期偏弱,
